,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,sqrt_MSRP,log_MSRP,sin_MSRP,cos_MSRP,Market Category Luxury,Market Category High Performance,Market Category Performance
22,Audi,100,1993,regular unleaded,172.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,24,17,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
23,Audi,100,1993,regular unleaded,172.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,20,16,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
24,Audi,100,1993,regular unleaded,172.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,24,17,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
25,Audi,100,1993,regular unleaded,172.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,24,17,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
26,Audi,100,1993,regular unleaded,172.0,6.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,21,16,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
27,Audi,100,1994,regular unleaded,172.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Wagon,21,16,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
28,Audi,100,1994,regular unleaded,172.0,6.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,22,16,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
29,Audi,100,1994,regular unleaded,172.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,22,17,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
30,Audi,100,1994,regular unleaded,172.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,22,16,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
31,Audi,100,1994,regular unleaded,172.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,21,16,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
32,FIAT,124 Spider,2017,premium unleaded (recommended),160.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,35,26,819,27495,165.81616326522575,10.22179581852967,-0.21716012129125953,0.9761359955051169,False,False,True
33,FIAT,124 Spider,2017,premium unleaded (recommended),160.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,35,26,819,24995,158.09807082946963,10.126471091048971,0.46960916362438326,0.8828744154408413,False,False,True
34,FIAT,124 Spider,2017,premium unleaded (recommended),160.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,35,26,819,28195,167.91366829415645,10.246935402893767,0.7132092055330307,-0.7009512316437879,False,False,True
35,Mercedes-Benz,190-Class,1991,regular unleaded,130.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Compact,Sedan,26,18,617,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
36,Mercedes-Benz,190-Class,1991,regular unleaded,158.0,6.0,MANUAL,rear wheel drive,4.0,Luxury,Compact,Sedan,25,17,617,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
37,Mercedes-Benz,190-Class,1992,regular unleaded,158.0,6.0,MANUAL,rear wheel drive,4.0,Luxury,Compact,Sedan,25,17,617,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
38,Mercedes-Benz,190-Class,1992,regular unleaded,130.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Compact,Sedan,26,18,617,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
39,Mercedes-Benz,190-Class,1993,regular unleaded,130.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Compact,Sedan,26,18,617,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
40,Mercedes-Benz,190-Class,1993,regular unleaded,158.0,6.0,MANUAL,rear wheel drive,4.0,Luxury,Compact,Sedan,25,17,617,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
41,BMW,2 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,35,23,3916,32850,181.24568960391858,10.39973746484973,0.9979793288858313,0.06353942962118682,True,False,True
42,BMW,2 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Convertible,34,23,3916,38650,196.596032513375,10.562327926902078,0.8491728658539491,-0.5281149911689602,True,False,False
43,BMW,2 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,31,20,3916,48750,220.79402165819616,10.79448098903612,-0.9440817539878921,0.32971145231420934,True,True,False
44,BMW,2 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,35,23,3916,34850,186.6815470259447,10.458837110181584,-0.30762285456856525,-0.9515083706132529,True,False,True
45,BMW,2 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Compact,Convertible,34,22,3916,40650,201.61845153655952,10.612778714919378,-0.8032044830568652,-0.595703414794102,True,False,False
46,BMW,2 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,31,20,3916,44150,210.11901389450694,10.695370855832223,-0.9314723475229184,-0.3638121298144738,True,True,False
47,BMW,2 Series,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,34,22,3916,32850,181.24568960391858,10.39973746484973,0.9979793288858313,0.06353942962118682,True,False,True
48,BMW,2 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,30,20,3916,46150,214.82551058940834,10.739673908168612,0.003918755907431917,0.9999923216465905,True,True,False
49,BMW,2 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,30,20,3916,50750,225.27760652137619,10.834686601143401,0.6535565313453449,0.756877705006457,True,True,False
50,BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,31,21,3916,46450,215.52262062252305,10.746153272535546,-0.9998347546798201,-0.018178650509429777,True,True,False
51,BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,32,21,3916,49050,221.472345903501,10.800615852145526,-0.30876993484759757,-0.9511367553271245,True,True,False
52,BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,32,21,3916,51050,225.94247055390008,10.840580412039547,-0.7711342955214202,0.6366725204299954,True,True,False
53,BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,32,21,3916,44450,210.83168642308016,10.702142737876844,0.3843056912407312,-0.9232059010209931,True,True,False
54,BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,34,23,3916,38950,197.3575435599055,10.570059724910275,0.5092221970419483,0.8606350876183071,True,False,True
55,BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,35,24,3916,33150,182.07141456033125,10.408828161071545,-0.08557588510615632,0.9963316555687157,True,False,True
56,BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,33,24,3916,35150,187.48333259252675,10.467408346336265,0.9580734753342504,-0.28652262713606313,True,False,True
57,BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Compact,Convertible,33,23,3916,40950,202.36106344848062,10.620131509007471,0.6133060714545,-0.7898453410111677,True,False,False
58,Audi,200,1990,regular unleaded,162.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,20,16,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
59,Audi,200,1990,regular unleaded,162.0,5.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,Wagon,22,15,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
60,Audi,200,1990,regular unleaded,162.0,5.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,23,15,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
61,Audi,200,1991,regular unleaded,217.0,5.0,MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,True
62,Audi,200,1991,regular unleaded,217.0,5.0,MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,22,16,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,True
63,Audi,200,1991,regular unleaded,162.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,20,16,3105,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
64,Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,25170,158.65055940651453,10.13344781717726,-0.4262475638736442,0.9046065522047603,False,False,False
65,Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,23950,154.7578754054216,10.083765355620846,-0.9976612656660097,0.0683520225720919,False,False,False
66,Chrysler,200,2015,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,29370,171.3767778901214,10.287763071961688,0.681432697447942,-0.7318807818550925,False,False,True
67,Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,21995,148.30711378757258,9.998615897627705,-0.6517065222669817,-0.7584712313823617,False,False,False
68,Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,36,23,1013,26625,163.1716887208072,10.189643460991862,-0.002260824576330361,-0.9999974443328518,False,False,True
69,Chrysler,200,2015,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,30825,175.57049866079439,10.336113768706666,-0.30231181676214763,0.9532090880000933,False,False,True
70,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,21995,148.30711378757258,9.998615897627705,-0.6517065222669817,-0.7584712313823617,False,False,False
71,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,27795,166.7183253274816,10.232647404434218,-0.971099157521277,-0.23867640491147438,False,False,False
72,Chrysler,200,2016,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,31785,178.28348212888372,10.366781220256765,-0.9979735787399755,-0.06362967968586655,False,False,True
73,Chrysler,200,2016,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,29905,172.93062192682936,10.305814408143789,-0.1785676181968332,-0.9839276425284077,False,False,True
74,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,22490,149.96666296213968,10.020870508171171,0.6145434050849995,-0.7888830098731587,False,False,False
75,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,27570,166.0421633200435,10.22451977466945,-0.5786952302527857,0.8155438863008387,False,False,False
76,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,25690,160.28100324118265,10.15389601499835,-0.9309009255746428,-0.36527177110238523,False,False,False
77,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,24490,156.49281133649558,10.106060982105628,-0.9595122060801665,-0.2816670488061607,False,False,False
78,Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,28,18,1013,29905,172.93062192682936,10.305814408143789,-0.1785676181968332,-0.9839276425284077,False,False,True
79,Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,28,18,1013,31785,178.28348212888372,10.366781220256765,-0.9979735787399755,-0.06362967968586655,False,False,True
80,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,26685,163.35544068074378,10.191894362302365,0.3069630807806646,0.9517214230212763,False,False,False
81,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,22490,149.96666296213968,10.020870508171171,0.6145434050849995,-0.7888830098731587,False,False,False
82,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,25690,160.28100324118265,10.15389601499835,-0.9309009255746428,-0.36527177110238523,False,False,False
83,Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,28,18,1013,30900,175.78395831246945,10.33854382482173,-0.6482932799851132,0.7613907164696346,False,False,True
84,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,27795,166.7183253274816,10.232647404434218,-0.971099157521277,-0.23867640491147438,False,False,False
85,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,21995,148.30711378757258,9.998615897627705,-0.6517065222669817,-0.7584712313823617,False,False,False
86,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,24490,156.49281133649558,10.106060982105628,-0.9595122060801665,-0.2816670488061607,False,False,False
87,Nissan,200SX,1996,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,36,26,2009,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,False,False,False
88,Nissan,200SX,1996,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,36,26,2009,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,False,False,False
89,Nissan,200SX,1996,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,29,21,2009,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,False,False,True
90,Nissan,200SX,1997,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,29,21,2009,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,False,False,True
91,Nissan,200SX,1997,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,35,25,2009,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,False,False,False
92,Nissan,200SX,1997,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,35,25,2009,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,False,False,False
93,Nissan,200SX,1998,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,35,25,2009,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,False,False,False
94,Nissan,200SX,1998,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,35,25,2009,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,False,False,False
95,Nissan,200SX,1998,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,28,20,2009,2073,45.53020975132884,7.637234388789473,-0.43600199269300444,0.8999456996773357,False,False,True
96,Nissan,240SX,1996,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2009,3713,60.93439094632849,8.219864741912652,-0.3546283400425234,0.9350073477993017,False,False,True
97,Nissan,240SX,1996,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2009,3520,59.329587896765304,8.166500319155052,0.9880780773039517,0.1539536071397035,False,False,True
98,Nissan,240SX,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2009,3910,62.52999280345393,8.271548374755515,0.9588301630030471,-0.2839801375370292,False,False,True
99,Nissan,240SX,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2009,4182,64.66838485689897,8.338783971442199,-0.5142887173883878,-0.8576171145487985,False,False,True
100,Nissan,240SX,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2009,4107,64.08587988004847,8.32069157104845,-0.8066144454927091,-0.5910779443715434,False,False,True
101,Nissan,240SX,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,25,20,2009,4299,65.56675987114203,8.366370301681654,0.9638917765708699,0.26629427905806075,False,False,True
102,Nissan,240SX,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,25,20,2009,4693,68.5054742338158,8.454040376410969,-0.5136422635767324,0.8580044435011805,False,False,True
103,Nissan,240SX,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,25,20,2009,4107,64.08587988004847,8.32069157104845,-0.8066144454927091,-0.5910779443715434,False,False,True
104,Volvo,240,1991,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,19,870,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
105,Volvo,240,1991,regular unleaded,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,23,18,870,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
106,Volvo,240,1991,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,19,870,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
107,Volvo,240,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,19,870,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
108,Volvo,240,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,19,870,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
109,Volvo,240,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,19,870,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
110,Volvo,240,1993,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,19,870,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
111,Volvo,240,1993,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,25,18,870,2000,44.721359549995796,7.601402334583733,0.930039504416137,-0.36745954910083134,True,False,False
112,Mazda,2,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,16020,126.57013865837392,9.681655640646714,-0.8516153385746768,-0.5241672587107467,False,False,False
113,Mazda,2,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,14530,120.5404496424333,9.584039577320695,-0.13357669458309154,-0.9910384789019322,False,False,False
114,Mazda,2,2012,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,16860,129.84606270503545,9.732758541777981,0.800285868181974,-0.599618653135661,False,False,False
115,Mazda,2,2012,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,15370,123.97580409095961,9.640237896224932,0.9708468009794462,0.23970083234727307,False,False,False
